ID,Institucion educativa,Ranking institución educativa,Origen institución educativa,Número de créditos programa educativo,nombreareaconocimiento,Metodología programa educativo,Area programa educativo,Periodicidad programa educativo,Numero periodos programa educativo,Titulo egresado,Opiniones institución educativa,Link,image_url
314,UNIVERSIDAD DE SAN BUENAVENTURA,65,Privado,170,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería electrónica telecomunicaciones y afines,Semestral,10,INGENIERO DE SONIDO,,https://www.usbbog.edu.co/,https://financiaciondirecta.usbcali.edu.co/usb-analisis-credito/images/logo-H-tipo-negro.png
315,UNIVERSIDAD DE SAN BUENAVENTURA,65,Privado,165,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería electrónica telecomunicaciones y afines,Semestral,10,INGENIERO ELECTRONICO,,https://www.usbbog.edu.co/,https://financiaciondirecta.usbcali.edu.co/usb-analisis-credito/images/logo-H-tipo-negro.png
316,UNIVERSIDAD DE SAN BUENAVENTURA,65,Privado,166,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería mecánica y afines,Semestral,10,INGENIERO MECATRONICO,,https://www.usbbog.edu.co/,https://financiaciondirecta.usbcali.edu.co/usb-analisis-credito/images/logo-H-tipo-negro.png
317,UNIVERSIDAD DE SAN BUENAVENTURA,65,Privado,164,Ingeniería arquitectura urbanismo y afines,Presencial,Otras ingenierías,Semestral,10,INGENIERO EN MULTIMEDIA,,https://www.usbbog.edu.co/,https://financiaciondirecta.usbcali.edu.co/usb-analisis-credito/images/logo-H-tipo-negro.png
318,UNIVERSIDAD DE SAN BUENAVENTURA,65,Privado,148,Ciencias de la educación,Presencial,Educación,Semestral,9,LICENCIADO(A) EN EDUCACIÓN INFANTIL,,https://www.usbbog.edu.co/,https://financiaciondirecta.usbcali.edu.co/usb-analisis-credito/images/logo-H-tipo-negro.png
319,UNIVERSIDAD DE SAN BUENAVENTURA,65,Privado,150,Ciencias de la educación,Presencial,Educación,Semestral,8,LICENCIADO EN FILOSOFIA,,https://www.usbbog.edu.co/,https://financiaciondirecta.usbcali.edu.co/usb-analisis-credito/images/logo-H-tipo-negro.png
320,UNIVERSIDAD DE SAN BUENAVENTURA,65,Privado,144,Ciencias de la educación,Presencial,Educación,Semestral,8,LICENCIADO EN TEOLOGIA,,https://www.usbbog.edu.co/,https://financiaciondirecta.usbcali.edu.co/usb-analisis-credito/images/logo-H-tipo-negro.png
321,UNIVERSIDAD DE SAN BUENAVENTURA,65,Privado,150,Ciencias sociales y humanas,Virtual,Lenguas modernas literatura linguística y afines,Semestral,9,PROFESIONAL EN LENGUA INGLESA,,https://www.usbbog.edu.co/,https://financiaciondirecta.usbcali.edu.co/usb-analisis-credito/images/logo-H-tipo-negro.png
322,UNIVERSIDAD DE SAN BUENAVENTURA,65,Privado,170,Ciencias sociales y humanas,Presencial,Filosofía teología y afines,Semestral,10,TEÓLOGO/A,,https://www.usbbog.edu.co/,https://financiaciondirecta.usbcali.edu.co/usb-analisis-credito/images/logo-H-tipo-negro.png
323,UNIVERSIDAD DE SAN BUENAVENTURA,65,Privado,147,Ciencias sociales y humanas,Presencial,Psicología,Semestral,10,PSICOLOGO,,https://www.usbbog.edu.co/,https://financiaciondirecta.usbcali.edu.co/usb-analisis-credito/images/logo-H-tipo-negro.png
324,UNIVERSIDAD DE SAN BUENAVENTURA,65,Privado,156,Economía administración contaduría y afines,Presencial,Administración,Semestral,9,PROFESIONAL EN RELACIONES INTERNACIONALES,,https://www.usbbog.edu.co/,https://financiaciondirecta.usbcali.edu.co/usb-analisis-credito/images/logo-H-tipo-negro.png
325,UNIVERSIDAD CATOLICA DE COLOMBIA,43,Privado,148,Economía administración contaduría y afines,Presencial,Administración,Semestral,9,ADMINISTRADOR DE EMPRESAS,,https://www.ucatolica.edu.co/portal/,https://server.ucatolica.edu.co/images/logo_u.png
326,UNIVERSIDAD CATOLICA DE COLOMBIA,43,Privado,150,Ingeniería arquitectura urbanismo y afines,Presencial,Arquitectura,Semestral,9,ARQUITECTO,,https://www.ucatolica.edu.co/portal/,https://server.ucatolica.edu.co/images/logo_u.png
327,UNIVERSIDAD CATOLICA DE COLOMBIA,43,Privado,164,Ciencias sociales y humanas,Presencial,Derecho y afines,Semestral,10,ABOGADO,,https://www.ucatolica.edu.co/portal/,https://server.ucatolica.edu.co/images/logo_u.png
328,UNIVERSIDAD CATOLICA DE COLOMBIA,43,Privado,143,Economía administración contaduría y afines,Presencial,Economía,Semestral,9,ECONOMISTA,,https://www.ucatolica.edu.co/portal/,https://server.ucatolica.edu.co/images/logo_u.png
329,UNIVERSIDAD CATOLICA DE COLOMBIA,43,Privado,160,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería civil y afines,Periodos,10,INGENIERO CIVIL,,https://www.ucatolica.edu.co/portal/,https://server.ucatolica.edu.co/images/logo_u.png
330,UNIVERSIDAD CATOLICA DE COLOMBIA,43,Privado,149,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería de sistemas telemática y afines,Semestral,10,INGENIERO DE SISTEMAS  Y COMPUTACIÓN,,https://www.ucatolica.edu.co/portal/,https://server.ucatolica.edu.co/images/logo_u.png
331,UNIVERSIDAD CATOLICA DE COLOMBIA,43,Privado,152,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería electrónica telecomunicaciones y afines,Semestral,10,INGENIERO ELECTRONICO Y DE TELECOMUNICACIONES,,https://www.ucatolica.edu.co/portal/,https://server.ucatolica.edu.co/images/logo_u.png
332,UNIVERSIDAD CATOLICA DE COLOMBIA,43,Privado,149,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería industrial y afines,Semestral,10,INGENIERO INDUSTRIAL,,https://www.ucatolica.edu.co/portal/,https://server.ucatolica.edu.co/images/logo_u.png
333,UNIVERSIDAD CATOLICA DE COLOMBIA,43,Privado,134,Ciencias sociales y humanas,Presencial,Psicología,Semestral,8,PSICOLOGO,,https://www.ucatolica.edu.co/portal/,https://server.ucatolica.edu.co/images/logo_u.png
334,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,157,Economía administración contaduría y afines,Presencial,Administración,Semestral,9,ADMINISTRADOR DE NEGOCIOS,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
335,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,142,Economía administración contaduría y afines,Presencial,Administración,Semestral,9,ADMINISTRADOR AMBIENTAL,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
336,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,152,Economía administración contaduría y afines,Presencial,Administración,Semestral,10,ADMINISTRADOR DE EMPRESAS,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
337,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,155,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería de sistemas telemática y afines,Semestral,9,INGENIERO EN CIENCIAS DE LA COMPUTACIÓN E INTELIGENCIA ARTIFICIAL,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
338,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,142,Economía administración contaduría y afines,Presencial,Administración,Semestral,9,PROFESIONAL EN COMERCIO INTERNACIONAL,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
339,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,128,Sin clasificar,Presencial,Sin clasificar,Semestral,8,COMUNICADOR (A) SOCIAL Y PERIODISTA DIGITAL,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
340,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,144,Sin clasificar,Presencial,Sin clasificar,Semestral,10,CONTADOR P¿BLICO DIGITAL TECH,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
341,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,193,Ciencias sociales y humanas,Presencial,Derecho y afines,Semestral,10,ABOGADO (A),,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
342,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,156,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería de sistemas telemática y afines,Semestral,9,DISEÑADOR (A) DIGITAL,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
343,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,158,Economía administración contaduría y afines,Presencial,Economía,Semestral,10,ECONOMISTA,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
344,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,124,Ciencias sociales y humanas,Presencial,Filosofía teología y afines,Semestral,8,PROFESIONAL EN FILOSOFIA Y HUMANIDADES,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
345,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,147,Sin clasificar,Presencial,Sin clasificar,Semestral,9,PROFESIONAL EN FINANZAS FINTECH  Y COMERCIO EXTERIOR,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
346,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,139,Economía administración contaduría y afines,Presencial,Administración,Semestral,9,PROFESIONAL EN FINANZAS INTERNACIONALES,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
347,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,130,Economía administración contaduría y afines,Presencial,Administración,Semestral,8,PROFESIONAL EN GESTIÓN DEPORTIVA,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
348,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,120,Sin clasificar,Presencial,Sin clasificar,Semestral,8,HISTORIADOR,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
349,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,152,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería ambiental sanitaria y afines,Semestral,8,INGENIERO AMBIENTAL,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
350,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,138,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería electrónica telecomunicaciones y afines,Semestral,8,INGENIERO ELECTRONICO,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
351,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,151,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería industrial y afines,Semestral,9,INGENIERO INDUSTRIAL,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
352,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,133,Sin clasificar,Presencial-Virtual,Sin clasificar,Semestral,8,PROFESIONAL EN INNOVACION Y TECNOLOGIA  ECONOMICA,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
353,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,147,Sin clasificar,Presencial,Sin clasificar,Semestral,9,PROFESIONAL EN INVESTIGACIÓN CRIMINAL,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
354,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,140,Sin clasificar,Virtual,Sin clasificar,Semestral,8,LICENCIADO DIGITAL EN HUMANIDADES CL¿SICAS Y LENGUA CASTELLANA,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
355,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,150,Ciencias de la educación,Presencial,Educación,Semestral,10,LICENCIADO EN FILOSOFIA Y LETRAS,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
356,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,160,Sin clasificar,Virtual,Sin clasificar,Semestral,8,LICENCIADO (A) EN PEDAGOGÍA DIGITAL PARA LA PRIMERA INFANCIA,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
357,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,148,Economía administración contaduría y afines,Presencial,Administración,Semestral,9,PROFESIONAL EN LOGÍSTICA EMPRESARIAL,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
358,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,145,Sin clasificar,Presencial,Sin clasificar,Semestral,9,PROFESIONAL EN MARKETING INTEGRAL Y NEGOCIOS GLOBALES,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
359,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,152,Matemáticas y ciencias naturales,Presencial,Matemáticas estadística y afines,Semestral,10,MATEMATICO,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
360,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,170,Bellas artes,Presencial,Música,Semestral,10,MAESTRO EN MUSICA,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
361,UNIVERSIDAD EL BOSQUE,29,Privado,155,Matemáticas y ciencias naturales,Presencial,Biología microbiología y afines,Semestral,10,BIOLOGO,,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
362,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,137,Sin clasificar,Presencial,Sin clasificar,Semestral,8,PROFESIONAL EN NEGOCIOS ESTRATÉGICOS DE MODA,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
363,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,159,Ciencias sociales y humanas,Presencial,Ciencia política relaciones internacionales,Semestral,10,PROFESIONAL EN POLÍTICA Y RELACIONES INTERNACIONALES,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
364,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,160,Ciencias sociales y humanas,Presencial,Psicología,Semestral,10,PSICÓLOGO,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
365,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,157,Ciencias sociales y humanas,Presencial,Ciencia política relaciones internacionales,Semestral,9,PROFESIONAL EN PUBLICIDAD INTERNACIONAL,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
366,UNIVERSIDAD SERGIO ARBOLEDA,51,Privado,128,Bellas artes,Presencial,Artes representativas,Semestral,8,MAESTRO EN TEATRO MUSICAL,,https://www.usergioarboleda.edu.co/,https://www.usergioarboleda.edu.co/wp-content/uploads/ultimatum/imagens/logo-mobile-UniversidadSergioArboleda.png
367,UNIVERSIDAD EL BOSQUE,29,Privado,174,Economía administración contaduría y afines,Presencial,Administración,Semestral,9,ADMINISTRADOR DE EMPRESAS,,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
368,UNIVERSIDAD EL BOSQUE,29,Privado,160,Ingeniería arquitectura urbanismo y afines,Presencial,Arquitectura,Semestral,10,ARQUITECTO (A),,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
369,UNIVERSIDAD EL BOSQUE,29,Privado,136,Bellas artes,Presencial,Artes representativas,Semestral,8,MAESTRO EN ARTE DRAMATICO,,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
370,UNIVERSIDAD EL BOSQUE,29,Privado,140,Bellas artes,Presencial,Artes plásticas visuales y afines,Semestral,8,MAESTRO EN ARTES PLÁSTICAS,,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
371,UNIVERSIDAD EL BOSQUE,29,Privado,155,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería biomédica y afines,Semestral,10,BIOINGENIERO,,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
372,UNIVERSIDAD EL BOSQUE,29,Privado,150,Ciencias sociales y humanas,Presencial,Ciencia política relaciones internacionales,Semestral,8,POLITÓLOGO (A),,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
373,UNIVERSIDAD EL BOSQUE,29,Privado,140,Economía administración contaduría y afines,Virtual,Contaduría pública,Semestral,8,CONTADOR PÚBLICO,,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
374,UNIVERSIDAD EL BOSQUE,29,Privado,178,Ciencias sociales y humanas,Presencial,Derecho y afines,Semestral,10,ABOGADO (A),,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
375,UNIVERSIDAD EL BOSQUE,29,Privado,160,Bellas artes,Presencial,Diseño,Semestral,10,DISEÑADOR DE COMUNICACIÓN,,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
376,UNIVERSIDAD EL BOSQUE,29,Privado,160,Bellas artes,Presencial,Diseño,Semestral,10,DISEÑADOR INDUSTRIAL,,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
377,UNIVERSIDAD EL BOSQUE,29,Privado,190,Ciencias de la salud,Presencial,Enfermería,Semestral,10,ENFERMERA(O),,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
378,UNIVERSIDAD EL BOSQUE,29,Privado,140,Matemáticas y ciencias naturales,Presencial,Matemáticas estadística y afines,Semestral,9,ESTADÍSTICO,,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
379,UNIVERSIDAD EL BOSQUE,29,Privado,107,Ciencias sociales y humanas,Presencial,Filosofía teología y afines,Semestral,8,FILOSOFO,,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
380,UNIVERSIDAD EL BOSQUE,29,Privado,144,Sin clasificar,Virtual,Sin clasificar,Semestral,8,PROFESIONAL EN FINANZAS,,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
381,UNIVERSIDAD EL BOSQUE,29,Privado,170,Bellas artes,Presencial,Música,Semestral,10,MAESTRO EN MUSICA,,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
382,UNIVERSIDAD EL BOSQUE,29,Privado,172,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería ambiental sanitaria y afines,Semestral,10,INGENIERO AMBIENTAL,,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
383,UNIVERSIDAD EL BOSQUE,29,Privado,149,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería de sistemas telemática y afines,Semestral,9,INGENIERO DE SISTEMAS,,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
384,UNIVERSIDAD EL BOSQUE,29,Privado,171,Ingeniería arquitectura urbanismo y afines,Presencial,Ingeniería electrónica telecomunicaciones y afines,Semestral,10,INGENIERO ELECTRONICO,,https://www.unbosque.edu.co/,https://radcolombia.org/web/sites/default/files/archivos/instituciones/universidad-bosque/logo-ub.png
